user_id,variant,region,device,session_minutes,purchased
1482,treatment,Northeast,mobile,5.4,0
1483,treatment,South,mobile,3.934,0
1484,treatment,Mountain,mobile,9.178,0
1485,control,Mountain,mobile,4.013,0
1486,treatment,Mountain,mobile,14.28,0
1487,treatment,Midwest,desktop,15.113,0
1488,treatment,Northeast,mobile,4.239,0
1489,control,South,mobile,3.216,0
1490,control,West,desktop,1.734,0
1491,treatment,West,desktop,1.745,0
1492,treatment,South,desktop,5.251,0
1493,control,Northeast,desktop,3.095,0
1494,control,Midwest,desktop,3.628,0
1495,treatment,South,desktop,2.38,0
1496,control,West,desktop,1.988,0
1497,treatment,Midwest,mobile,1.106,0
1498,treatment,Mountain,mobile,0.461,0
1499,control,Northeast,desktop,4.245,0
1500,control,South,desktop,3.186,1
1501,control,West,desktop,3.653,0
1502,treatment,West,mobile,4.194,0
1503,control,Mountain,desktop,9.681,0
1504,control,West,mobile,3.813,0
1505,control,South,mobile,2.184,0
1506,treatment,Northeast,mobile,3.558,0
1507,control,West,mobile,1.495,1
1508,control,Northeast,mobile,12.014,0
1509,control,West,mobile,3.638,0
1510,control,Mountain,mobile,9.096,0
1511,control,South,mobile,4.935,0
1512,treatment,South,mobile,5.309,0
1513,control,Northeast,desktop,2.683,1
1514,treatment,West,mobile,3.762,1
1515,treatment,West,mobile,8.488,0
1516,control,Northeast,mobile,4.059,0
1517,control,Mountain,mobile,14.849,0
1518,treatment,West,mobile,2.42,0
1519,control,West,desktop,3.971,0
1520,control,Midwest,desktop,10.673,0
1521,control,West,mobile,6.603,0
1522,treatment,West,mobile,8.268,0
1523,control,Midwest,mobile,12.332,0
1524,treatment,Mountain,mobile,3.697,0
1525,treatment,Northeast,desktop,6.035,0
1526,control,West,mobile,4.044,0
1527,control,Northeast,mobile,5.239,0
1528,control,South,mobile,1.147,0
1529,treatment,Northeast,desktop,12.358,0
1530,treatment,West,mobile,2.055,0
1531,control,Midwest,mobile,7.091,0
1532,treatment,South,mobile,5.39,0
1533,treatment,Northeast,mobile,6.912,0
1534,treatment,Midwest,mobile,11.635,0
1535,treatment,West,desktop,11.146,0
1536,treatment,South,desktop,6.336,0
1537,control,South,mobile,2.974,0
1538,treatment,Midwest,mobile,1.83,1
1539,treatment,South,mobile,4.069,1
1540,control,Midwest,desktop,10.231,0
1541,treatment,Mountain,mobile,5.452,0
1542,control,Northeast,mobile,7.911,0
1543,control,Midwest,mobile,4.436,0
1544,control,Northeast,desktop,8.522,0
1545,control,Northeast,mobile,1.9,1
1546,treatment,Northeast,desktop,12.716,0
1547,treatment,West,mobile,8.587,0
1548,treatment,West,desktop,3.61,0
1549,control,Midwest,mobile,4.255,0
1550,treatment,Midwest,mobile,0.899,0
1551,control,Mountain,mobile,15.15,1
1552,control,Midwest,desktop,1.609,0
1553,control,Midwest,mobile,10.346,0
1554,control,Midwest,mobile,3.564,0
1555,treatment,Northeast,mobile,1.409,0
1556,control,West,mobile,5.784,0
1557,treatment,Midwest,mobile,7.977,0
1558,treatment,Northeast,mobile,9.373,0
1559,treatment,South,mobile,5.678,0
1560,control,Northeast,desktop,5.759,0
1561,treatment,Northeast,mobile,1.437,0
1562,control,West,desktop,14.578,0
1563,control,South,mobile,5.102,0
1564,control,Northeast,desktop,4.855,0
1565,control,Midwest,mobile,6.532,0
1566,control,Mountain,desktop,3.994,0
1567,treatment,Northeast,desktop,6.619,0
1568,treatment,Mountain,mobile,4.315,0
1569,control,West,mobile,2.664,0
1570,control,South,mobile,2.61,0
1571,treatment,Northeast,desktop,7.601,0
1572,control,Midwest,mobile,3.504,0
1573,treatment,Northeast,mobile,12.139,1
1574,control,Northeast,mobile,8.091,0
1575,treatment,West,mobile,6.468,0
1576,treatment,South,mobile,3.93,0
1577,treatment,Midwest,mobile,8.464,0
1578,treatment,Mountain,mobile,0.1,0
1579,control,South,mobile,2.337,0
1580,control,West,mobile,1.418,0
1581,control,Mountain,mobile,2.892,0
1582,control,South,desktop,9.375,0
1583,treatment,West,mobile,4.309,0
1584,treatment,West,desktop,3.552,1
1585,treatment,Northeast,desktop,6.218,1
1586,treatment,Northeast,mobile,17.825,0
1587,control,Northeast,desktop,10.515,0
1588,treatment,Northeast,desktop,9.91,0
1589,control,Northeast,mobile,5.598,0
1590,control,Northeast,desktop,1.711,0
1591,control,Midwest,mobile,11.292,1
1592,control,Midwest,mobile,4.565,0
1593,treatment,Mountain,mobile,5.646,0
1594,control,West,mobile,5.852,0
1595,control,Mountain,mobile,3.28,0
1596,treatment,Northeast,mobile,9.933,0
1597,control,West,desktop,8.828,0
1598,control,Mountain,mobile,6.338,0
1599,treatment,Northeast,desktop,2.006,0
1600,control,Northeast,desktop,4.353,0
1601,treatment,Mountain,desktop,7.714,0
1602,treatment,South,mobile,2.168,0
1603,treatment,West,mobile,2.307,0
1604,control,Northeast,mobile,3.745,0
1605,treatment,West,desktop,5.071,0
1606,treatment,West,desktop,9.699,0
1607,control,Midwest,mobile,10.464,0
1608,treatment,West,mobile,4.9,0
1609,treatment,Northeast,desktop,9.169,1
1610,treatment,Mountain,desktop,16.486,1
1611,treatment,West,mobile,3.606,0
1612,control,West,desktop,1.916,0
1613,treatment,Midwest,desktop,1.384,0
1614,control,West,mobile,6.876,0
1615,control,Mountain,mobile,2.213,1
1616,treatment,West,desktop,6.47,0
1617,treatment,South,desktop,5.51,0
1618,treatment,Midwest,mobile,1.392,0
1619,treatment,Midwest,mobile,1.123,0
1620,control,South,mobile,1.887,0
1621,treatment,West,mobile,7.439,0
1622,treatment,Midwest,desktop,10.878,0
1623,control,Northeast,mobile,5.979,0
1624,control,Northeast,mobile,6.49,0
1625,treatment,Northeast,desktop,1.476,0
1626,control,West,mobile,7.211,0
1627,control,Midwest,mobile,2.478,1
1628,treatment,West,mobile,0.557,1
1629,control,South,mobile,7.716,0
1630,treatment,South,mobile,4.678,0
1631,treatment,Mountain,mobile,4.37,0
1632,control,Midwest,mobile,3.441,0
1633,control,Northeast,mobile,7.14,0
1634,control,Northeast,mobile,4.156,0
1635,treatment,Midwest,desktop,4.171,1
1636,control,West,desktop,4.842,0
1637,treatment,West,desktop,6.739,0
1638,control,Midwest,desktop,3.077,0
1639,treatment,Midwest,mobile,3.088,0
1640,treatment,West,mobile,8.932,0
1641,treatment,South,mobile,12.685,0
1642,treatment,Northeast,mobile,1.925,0
1643,control,Northeast,mobile,3.324,0
1644,treatment,Northeast,desktop,7.856,0
1645,treatment,South,mobile,0.745,0
1646,control,South,mobile,11.865,0
1647,treatment,Northeast,desktop,3.078,0
1648,treatment,Northeast,mobile,4.996,1
1649,treatment,West,desktop,5.135,0
1650,treatment,Mountain,mobile,6.916,0
1651,treatment,Northeast,mobile,8.551,0
1652,control,West,desktop,9.99,0
1653,treatment,South,desktop,7.704,0
1654,treatment,Mountain,desktop,6.057,0
1655,treatment,South,mobile,0.173,0
1656,treatment,Midwest,mobile,1.755,0
1657,treatment,South,mobile,3.062,0
1658,control,West,mobile,12.956,0
1659,control,Midwest,mobile,14.704,0
1660,control,Midwest,mobile,3.196,0
1661,treatment,Northeast,desktop,1.331,1
1662,treatment,Northeast,mobile,9.2,0
1663,treatment,South,desktop,3.178,0
1664,control,Midwest,mobile,3.795,0
1665,control,South,mobile,3.84,0
1666,treatment,Mountain,mobile,1.126,0
1667,control,West,mobile,4.879,0
1668,treatment,Midwest,mobile,2.081,0
1669,treatment,South,desktop,4.424,0
1670,control,Northeast,mobile,10.345,0
1671,treatment,Midwest,desktop,1.444,0
1672,treatment,Midwest,desktop,4.379,0
1673,control,West,mobile,5.834,0
1674,treatment,South,mobile,5.047,0
1675,control,South,mobile,0.1,0
1676,treatment,Northeast,mobile,2.862,0
1677,control,Midwest,mobile,2.925,0
1678,control,Midwest,mobile,5.405,1
1679,control,Mountain,mobile,3.714,0
1680,control,West,desktop,12.532,0
1681,control,West,mobile,6.188,0
1682,control,Midwest,mobile,2.823,0
1683,control,South,desktop,0.195,0
1684,control,Northeast,desktop,2.486,0
1685,control,South,mobile,5.493,0
1686,treatment,Mountain,desktop,22.37,0
1687,control,South,mobile,1.103,0
1688,control,Northeast,mobile,4.131,0
1689,treatment,Midwest,mobile,0.1,0
1690,control,Midwest,desktop,3.916,1
1691,control,West,mobile,6.698,0
1692,control,West,desktop,14.979,0
1693,treatment,South,mobile,3.721,1
1694,control,Northeast,desktop,12.321,0
1695,treatment,West,mobile,1.539,0
1696,treatment,West,desktop,4.339,0
1697,control,West,mobile,8.877,1
1698,treatment,West,desktop,1.381,1
1699,control,Mountain,mobile,1.901,0
1700,treatment,Northeast,mobile,4.65,0
1701,control,West,mobile,3.548,0
1702,treatment,West,mobile,4.238,0
1703,treatment,West,desktop,4.051,1
1704,control,Midwest,desktop,7.579,0
1705,treatment,West,mobile,8.398,0
1706,treatment,Northeast,mobile,5.332,1
1707,control,South,desktop,3.695,0
1708,control,South,desktop,4.137,0
1709,treatment,Mountain,desktop,1.769,0
1710,treatment,West,desktop,5.998,0
1711,treatment,Northeast,desktop,1.045,1
1712,control,West,desktop,0.723,0
1713,treatment,Northeast,mobile,2.774,0
1714,control,West,mobile,5.317,0
1715,treatment,West,mobile,16.016,0
1716,treatment,South,mobile,1.001,0
1717,treatment,Midwest,desktop,1.809,0
1718,control,West,mobile,2.833,0
1719,control,Mountain,mobile,0.1,0
1720,control,Northeast,mobile,4.133,0
1721,control,West,desktop,11.227,0
1722,control,South,mobile,3.736,0
1723,treatment,Northeast,mobile,2.214,0
1724,control,South,desktop,4.292,0
1725,control,Northeast,desktop,4.79,0
1726,treatment,Midwest,desktop,0.411,0
1727,treatment,Midwest,mobile,16.927,0
1728,control,Midwest,desktop,1.489,0
1729,treatment,Midwest,desktop,6.6,0
1730,treatment,Northeast,mobile,4.501,0
1731,control,West,desktop,1.052,0
1732,control,West,mobile,5.043,0
1733,treatment,Midwest,mobile,12.471,0
1734,control,Mountain,mobile,3.852,0
1735,control,South,mobile,3.411,0
1736,control,South,desktop,2.597,0
1737,treatment,Mountain,desktop,2.938,1
1738,treatment,Midwest,mobile,9.354,0
1739,control,Northeast,mobile,2.082,0
1740,control,Midwest,desktop,5.256,0
1741,treatment,Midwest,desktop,12.554,1
1742,treatment,West,desktop,0.868,0
1743,control,Mountain,desktop,4.845,0
1744,control,West,desktop,6.368,0
1745,treatment,Northeast,mobile,5.799,0
1746,control,West,desktop,12.3,0
1747,treatment,West,desktop,12.456,1
1748,treatment,West,desktop,2.058,0
1749,treatment,West,mobile,5.696,0
1750,treatment,South,mobile,14.74,0
1751,control,Mountain,mobile,7.408,0
1752,treatment,West,mobile,11.97,1
1753,control,Midwest,mobile,0.795,0
1754,treatment,Northeast,mobile,1.67,0
1755,control,West,mobile,3.088,1
1756,control,South,mobile,7.141,0
1757,control,South,desktop,15.691,0
1758,treatment,Northeast,mobile,13.02,0
1759,control,West,mobile,6.259,0
1760,control,West,desktop,4.952,0
1761,control,Midwest,desktop,9.12,0
1762,control,Midwest,mobile,9.332,0
1763,treatment,West,desktop,8.35,0
1764,control,Northeast,mobile,5.072,0
1765,control,Northeast,mobile,10.53,0
1766,treatment,South,desktop,5.624,0
1767,treatment,West,desktop,8.203,0
1768,control,West,mobile,4.22,1
1769,control,Northeast,mobile,4.331,0
1770,treatment,Northeast,mobile,8.322,0
1771,treatment,West,desktop,2.005,0
1772,treatment,Midwest,mobile,6.693,0
1773,control,South,mobile,9.866,0
1774,control,West,mobile,3.475,0
1775,treatment,Northeast,mobile,2.377,0
1776,treatment,Mountain,mobile,0.892,1
1777,treatment,Northeast,desktop,8.197,0
1778,treatment,South,mobile,4.278,0
1779,control,West,mobile,8.031,0
1780,treatment,Mountain,mobile,6.024,0
1781,treatment,South,desktop,3.892,0
1782,control,Midwest,mobile,2.901,0
1783,control,West,mobile,4.636,1
1784,control,Northeast,desktop,5.085,0
1785,treatment,West,desktop,3.472,0
1786,treatment,West,mobile,4.941,0
1787,treatment,West,mobile,5.939,0
1788,control,West,desktop,1.367,0
1789,control,South,mobile,5.943,0
1790,control,South,mobile,13.086,0
1791,control,Midwest,mobile,5.469,0
1792,control,Northeast,desktop,2.64,0
1793,treatment,Northeast,desktop,4.825,1
1794,treatment,West,mobile,8.674,0
1795,treatment,West,mobile,5.213,0
1796,control,West,desktop,4.31,0
1797,control,Midwest,mobile,3.791,0
1798,treatment,South,mobile,2.536,0
1799,control,Northeast,mobile,6.668,0
1800,control,Mountain,mobile,12.123,0
1801,treatment,West,mobile,2.358,0
1802,treatment,South,mobile,3.713,0
1803,treatment,West,desktop,3.349,0
1804,control,West,mobile,3.486,0
1805,control,Mountain,mobile,2.52,0
1806,treatment,South,mobile,0.541,0
1807,treatment,South,desktop,6.578,0
1808,treatment,Mountain,mobile,4.937,1
1809,control,South,desktop,8.143,1
1810,treatment,West,mobile,3.021,0
1811,control,Midwest,mobile,4.216,0
1812,control,West,mobile,4.8,0
1813,control,Mountain,desktop,8.074,0
1814,control,West,desktop,4.783,0
1815,control,Northeast,desktop,3.067,1
1816,treatment,West,desktop,9.795,1
1817,control,Mountain,mobile,2.628,0
1818,control,Mountain,mobile,4.306,0
1819,control,South,desktop,2.375,0
1820,control,South,mobile,1.235,0
1821,treatment,West,mobile,5.962,1
1822,control,Northeast,desktop,6.138,0
1823,treatment,Midwest,mobile,1.28,0
1824,control,Mountain,desktop,3.861,0
1825,control,Midwest,desktop,2.83,0
1826,treatment,West,mobile,3.966,0
1827,control,West,mobile,11.587,1
1828,treatment,West,mobile,7.803,0
1829,control,South,desktop,1.926,0
1830,control,West,mobile,4.236,0
1831,control,Northeast,desktop,9.542,0
1832,control,Midwest,desktop,0.806,0
1833,control,Mountain,mobile,3.857,0
1834,control,Midwest,desktop,7.734,0
1835,treatment,Northeast,mobile,2.029,0
1836,treatment,West,mobile,2.897,0
1837,control,Mountain,mobile,1.407,0
1838,treatment,Mountain,mobile,7.189,0
1839,treatment,West,desktop,9.762,0
1840,control,West,mobile,8.186,0
1841,treatment,Mountain,mobile,2.054,0
1842,control,Midwest,mobile,4.245,0
1843,treatment,Midwest,mobile,0.623,0
1844,control,South,desktop,0.547,0
1845,control,South,desktop,1.885,0
1846,control,Midwest,mobile,3.44,0
1847,control,West,mobile,4.629,0
1848,treatment,Northeast,mobile,16.846,0
1849,treatment,West,desktop,6.972,0
1850,control,West,mobile,2.295,0
1851,treatment,West,desktop,8.868,1
1852,treatment,South,desktop,1.542,1
1853,control,South,mobile,2.792,0
1854,treatment,Northeast,desktop,14.476,0
1855,control,Midwest,desktop,1.635,0
1856,control,West,desktop,5.674,0
1857,control,Mountain,mobile,5.652,0
1858,treatment,Midwest,mobile,4.482,0
1859,control,West,mobile,10.405,0
1860,treatment,South,desktop,4.742,1
1861,treatment,Midwest,mobile,1.601,0
1862,treatment,South,mobile,1.691,0
1863,control,South,desktop,4.204,0
1864,treatment,West,mobile,4.294,0
1865,treatment,South,mobile,3.523,0
1866,control,South,mobile,0.1,0
1867,treatment,Midwest,desktop,3.32,0
1868,control,West,mobile,4.859,0
1869,control,West,desktop,3.813,0
1870,control,South,mobile,2.402,0
1871,treatment,Northeast,desktop,6.322,0
1872,control,West,mobile,4.145,0
1873,control,Midwest,desktop,3.548,0
1874,control,South,mobile,7.058,0
1875,treatment,Midwest,desktop,4.251,1
1876,control,Midwest,mobile,0.753,1
1877,control,Northeast,desktop,2.319,1
1878,control,South,mobile,12.995,0
1879,control,West,desktop,1.548,0
1880,control,South,desktop,1.263,0
1881,control,Northeast,mobile,4.722,0
1882,control,Northeast,mobile,3.654,0
1883,control,Mountain,desktop,7.78,0
1884,treatment,South,mobile,6.893,0
1885,control,South,mobile,5.331,0
1886,control,Midwest,mobile,4.247,0
1887,control,Northeast,desktop,2.988,0
1888,control,Mountain,desktop,9.78,0
1889,treatment,Northeast,mobile,7.399,0
1890,control,West,mobile,5.127,0
1891,treatment,Midwest,mobile,11.796,0
1892,control,Northeast,desktop,4.363,0
1893,control,Midwest,mobile,3.063,0
1894,treatment,Northeast,mobile,1.077,0
1895,control,West,mobile,8.633,0
1896,control,South,desktop,13.561,0
1897,treatment,South,mobile,7.08,0
1898,control,Midwest,desktop,3.851,1
1899,control,Northeast,desktop,8.765,0
1900,control,Northeast,desktop,2.455,1
1901,treatment,Midwest,mobile,5.703,0
1902,treatment,Mountain,desktop,3.008,0
1903,treatment,Mountain,desktop,4.649,1
1904,control,South,mobile,6.404,0
1905,control,West,mobile,4.214,0
1906,control,West,desktop,13.752,0
1907,treatment,Mountain,desktop,5.421,0
1908,treatment,West,mobile,1.618,0
1909,treatment,Midwest,desktop,3.931,0
1910,treatment,West,desktop,10.038,0
1911,treatment,West,mobile,1.745,0
1912,treatment,West,desktop,9.584,1
1913,control,West,desktop,2.392,0
1914,treatment,West,mobile,5.178,0
1915,treatment,West,desktop,7.279,0
1916,control,Mountain,mobile,2.789,1
1917,treatment,South,mobile,0.83,0
1918,control,South,mobile,7.217,0
1919,treatment,Northeast,mobile,5.175,0
1920,treatment,Midwest,mobile,5.035,0
1921,control,Mountain,desktop,3.981,0
1922,control,Midwest,mobile,3.017,0
1923,treatment,West,mobile,2.147,0
1924,control,Midwest,mobile,6.308,0
1925,control,West,mobile,1.428,0
1926,treatment,Midwest,desktop,5.675,0
1927,control,Midwest,mobile,3.424,0
1928,control,West,desktop,4.202,0
1929,treatment,West,mobile,9.319,0
1930,treatment,Midwest,mobile,4.508,0
1931,control,South,mobile,3.8,1
1932,treatment,South,mobile,2.267,0
1933,control,West,desktop,2.65,0
1934,treatment,Midwest,desktop,1.127,1
1935,control,Northeast,mobile,1.688,0
1936,treatment,Northeast,mobile,1.922,0
1937,control,West,mobile,3.946,0
1938,treatment,West,desktop,3.505,0
1939,control,Midwest,desktop,9.795,0
1940,control,West,mobile,10.641,0
1941,control,Mountain,desktop,9.046,0
1942,control,Midwest,mobile,4.43,0
1943,treatment,South,desktop,5.723,0
1944,treatment,West,desktop,3.994,0
1945,control,Northeast,mobile,5.475,0
1946,treatment,South,desktop,0.951,0
1947,treatment,West,desktop,0.986,0
1948,treatment,Midwest,desktop,5.414,1
1949,treatment,South,desktop,3.166,0
1950,treatment,West,mobile,14.293,0
1951,treatment,South,mobile,1.416,0
1952,treatment,Northeast,mobile,8.405,0
1953,control,Northeast,mobile,5.873,0
1954,treatment,West,desktop,7.304,0
1955,treatment,West,desktop,3.576,0
1956,treatment,Northeast,mobile,3.411,0
1957,treatment,West,mobile,5.194,0
1958,control,Northeast,desktop,2.714,0
1959,control,South,desktop,3.395,1
1960,treatment,South,desktop,8.755,0
1961,treatment,Midwest,mobile,0.834,0
1962,treatment,West,mobile,7.63,0
1963,treatment,Midwest,mobile,1.677,0
1964,treatment,Midwest,desktop,6.799,0
1965,control,Midwest,desktop,3.432,0
1966,treatment,South,desktop,14.499,0
1967,treatment,South,mobile,7.045,0
1968,treatment,Mountain,mobile,4.154,0
1969,control,West,mobile,4.286,0
1970,control,Northeast,mobile,1.924,0
1971,treatment,Midwest,desktop,6.073,0
1972,treatment,South,desktop,2.383,0
1973,control,Northeast,mobile,8.077,1
1974,treatment,Midwest,mobile,4.928,0
1975,control,South,mobile,6.811,0
1976,treatment,South,desktop,3.462,0
1977,treatment,South,mobile,0.953,0
1978,control,West,mobile,9.006,0
1979,treatment,Mountain,mobile,4.131,0
1980,control,Mountain,desktop,2.741,0
1981,treatment,South,mobile,5.805,1
1982,treatment,West,mobile,1.342,0
1983,treatment,South,desktop,5.749,0
1984,treatment,West,mobile,1.796,0
1985,treatment,South,mobile,15.055,0
1986,control,West,desktop,3.687,0
1987,treatment,Midwest,desktop,5.705,0
1988,control,Northeast,mobile,6.767,0
1989,treatment,West,mobile,4.312,0
1990,treatment,West,mobile,22.835,0
1991,treatment,West,mobile,16.483,0
1992,control,Northeast,desktop,7.507,0
1993,control,West,mobile,2.635,1
1994,treatment,Mountain,mobile,13.849,0
1995,treatment,West,desktop,2.228,0
1996,treatment,West,desktop,1.759,1
1997,treatment,Northeast,desktop,5.787,0
1998,treatment,Midwest,mobile,5.7,0
1999,treatment,South,mobile,0.945,0
2000,control,West,desktop,6.878,1
2001,treatment,Northeast,mobile,3.611,0
2002,treatment,West,mobile,3.685,0
2003,control,Mountain,desktop,0.963,0
2004,treatment,Midwest,desktop,8.978,0
2005,treatment,West,mobile,0.639,0
2006,control,Midwest,desktop,0.806,0
2007,treatment,Mountain,mobile,3.667,0
2008,control,South,mobile,6.745,0
2009,treatment,South,mobile,1.521,0
2010,treatment,Midwest,desktop,4.13,0
2011,treatment,South,desktop,4.124,0
2012,treatment,Midwest,mobile,8.985,0
2013,control,South,desktop,9.174,0
2014,control,Midwest,desktop,5.663,0
2015,control,West,mobile,4.176,0
2016,control,South,mobile,6.228,0
2017,control,Mountain,mobile,18.023,0
2018,control,Northeast,mobile,5.744,0
2019,treatment,Northeast,desktop,4.184,0
2020,treatment,West,desktop,6.029,0
2021,control,Mountain,mobile,5.153,0
2022,treatment,South,desktop,4.732,0
2023,control,South,mobile,2.879,0
2024,treatment,West,mobile,12.647,1
2025,control,South,desktop,5.38,1
2026,treatment,South,mobile,3.396,0
2027,control,South,mobile,2.561,0
2028,treatment,West,desktop,7.911,0
2029,treatment,West,mobile,1.084,0
2030,control,Northeast,mobile,0.597,0
2031,control,South,mobile,5.963,1
2032,treatment,West,desktop,9.911,1
2033,control,Northeast,desktop,4.549,1
2034,control,West,mobile,9.291,1
2035,treatment,South,mobile,7.457,0
2036,control,West,mobile,4.77,0
2037,control,Midwest,desktop,1.146,0
2038,treatment,South,mobile,1.696,0
2039,control,West,mobile,8.842,1
2040,control,South,mobile,0.975,0
2041,control,West,mobile,6.0,1
2042,control,South,mobile,4.61,0
2043,treatment,Northeast,desktop,4.555,0
2044,treatment,Mountain,mobile,11.989,0
2045,treatment,West,mobile,3.607,1
2046,control,Midwest,desktop,0.872,0
2047,treatment,South,mobile,20.068,0
2048,control,West,desktop,5.216,1
2049,control,Mountain,desktop,0.509,0
2050,treatment,West,mobile,4.553,0
2051,control,Midwest,desktop,3.031,0
2052,treatment,Northeast,desktop,7.475,0
2053,treatment,West,mobile,6.649,0
2054,control,Mountain,mobile,1.94,0
2055,treatment,Mountain,mobile,1.228,0
2056,treatment,Northeast,mobile,1.05,0
2057,control,Northeast,mobile,0.521,0
2058,treatment,Northeast,desktop,1.826,1
2059,treatment,West,desktop,8.584,0
2060,control,Midwest,desktop,2.122,0
2061,treatment,West,desktop,1.575,1
2062,treatment,West,desktop,8.159,0
2063,control,West,mobile,3.165,0
2064,treatment,Midwest,mobile,1.471,0
2065,treatment,South,mobile,2.843,1
2066,treatment,South,desktop,4.202,0
2067,control,West,mobile,10.139,0
2068,treatment,West,mobile,6.379,0
2069,control,West,mobile,8.087,0
2070,treatment,West,mobile,15.157,0
2071,control,Northeast,desktop,5.368,0
2072,treatment,West,desktop,9.424,0
2073,control,Midwest,desktop,2.026,0
2074,treatment,West,mobile,1.781,0
2075,treatment,Mountain,desktop,8.638,0
2076,treatment,Northeast,mobile,6.808,1
2077,treatment,South,mobile,3.57,0
2078,treatment,Mountain,mobile,7.175,0
2079,treatment,Northeast,desktop,3.762,0
2080,treatment,West,mobile,6.508,0
2081,treatment,South,mobile,1.726,0
2082,treatment,Northeast,mobile,4.586,1
2083,treatment,South,mobile,12.997,0
2084,control,West,mobile,8.332,0
2085,treatment,South,mobile,2.088,0
2086,treatment,Mountain,mobile,4.617,0
2087,control,Mountain,mobile,2.067,1
2088,treatment,Mountain,desktop,2.191,0
2089,treatment,Mountain,mobile,1.935,0
2090,control,South,mobile,4.894,0
2091,control,West,mobile,6.865,1
2092,treatment,West,mobile,11.521,1
2093,treatment,Midwest,mobile,19.12,0
2094,control,Midwest,mobile,6.33,0
2095,control,South,mobile,1.454,0
2096,control,West,desktop,7.661,0
2097,treatment,South,desktop,0.795,0
2098,control,West,desktop,5.708,0
2099,treatment,Mountain,mobile,10.938,0
2100,treatment,Mountain,mobile,12.939,0
2101,treatment,West,mobile,7.551,0
2102,treatment,South,mobile,8.373,0
2103,control,Northeast,mobile,5.44,0
2104,control,West,mobile,8.236,0
2105,control,West,mobile,9.31,0
2106,treatment,South,mobile,3.92,0
2107,control,South,desktop,3.562,0
2108,treatment,Mountain,desktop,1.845,0
2109,control,South,mobile,3.643,0
2110,control,Midwest,mobile,5.387,0
2111,control,Mountain,desktop,11.765,0
2112,control,West,mobile,2.437,0
2113,control,Midwest,mobile,2.187,0
2114,control,Midwest,desktop,4.549,0
2115,control,West,desktop,8.473,0
2116,control,Northeast,mobile,12.665,1
2117,control,Northeast,mobile,10.112,0
2118,control,West,mobile,9.72,0
2119,control,Northeast,mobile,11.677,0
2120,treatment,Northeast,mobile,9.309,0
2121,control,West,desktop,1.53,0
2122,control,Mountain,mobile,0.797,0
2123,treatment,Mountain,desktop,2.223,0
2124,control,South,mobile,2.853,0
2125,treatment,Mountain,mobile,11.1,0
2126,treatment,Northeast,mobile,6.029,0
2127,control,West,mobile,3.474,0
2128,treatment,South,desktop,0.237,0
2129,treatment,South,mobile,11.231,0
2130,treatment,Midwest,desktop,4.964,0
2131,control,West,desktop,5.582,0
2132,control,Mountain,desktop,4.057,0
2133,treatment,Northeast,desktop,8.325,0
2134,treatment,West,mobile,4.643,0
2135,treatment,South,desktop,4.063,0
2136,treatment,Mountain,mobile,4.9,1
2137,control,Midwest,desktop,2.757,1
2138,control,Mountain,mobile,2.227,0
2139,treatment,Northeast,mobile,0.904,0
2140,control,West,mobile,5.011,0
2141,control,Midwest,mobile,8.383,0
2142,treatment,South,mobile,6.847,0
2143,control,Northeast,desktop,9.139,0
2144,control,South,mobile,5.728,1
2145,control,South,mobile,13.216,0
2146,control,South,desktop,5.675,0
2147,control,South,desktop,9.63,0
2148,control,Northeast,mobile,3.732,0
2149,control,Midwest,mobile,7.622,1
2150,control,West,mobile,2.255,0
2151,control,Midwest,mobile,1.069,0
2152,control,Midwest,mobile,1.558,0
2153,control,West,mobile,5.979,0
2154,treatment,Mountain,desktop,4.343,1
2155,control,West,mobile,11.793,0
2156,treatment,West,mobile,10.877,0
2157,control,West,desktop,8.335,0
2158,treatment,Mountain,desktop,2.955,0
2159,control,West,desktop,1.974,0
2160,treatment,South,desktop,2.668,0
2161,treatment,South,desktop,6.25,1
2162,control,South,mobile,5.829,0
2163,control,Mountain,mobile,7.576,0
2164,control,Midwest,desktop,2.163,0
2165,treatment,South,mobile,17.003,0
2166,treatment,Midwest,mobile,10.307,0
2167,control,Midwest,desktop,9.5,0
2168,control,South,mobile,3.544,0
2169,treatment,South,desktop,0.127,0
2170,control,Midwest,mobile,2.106,0
2171,control,West,mobile,5.656,0
2172,control,West,mobile,3.747,0
2173,control,South,desktop,8.769,0
2174,treatment,West,desktop,5.983,0
2175,control,West,mobile,5.12,0
2176,control,West,desktop,6.826,1
2177,treatment,West,desktop,8.172,1
2178,control,South,desktop,2.355,0
2179,control,Mountain,mobile,4.125,0
2180,treatment,South,desktop,10.8,0
2181,treatment,South,mobile,7.716,0
2182,treatment,West,mobile,5.824,0
2183,control,South,mobile,9.734,0
2184,control,Midwest,mobile,7.031,0
2185,treatment,Midwest,mobile,7.682,0
2186,treatment,Midwest,desktop,3.439,0
2187,control,Mountain,desktop,3.503,1
2188,control,West,desktop,3.108,0
2189,control,Midwest,mobile,3.019,0
2190,treatment,Northeast,mobile,8.281,0
2191,treatment,West,mobile,4.027,0
2192,control,Northeast,mobile,1.988,0
2193,treatment,Midwest,mobile,6.319,0
2194,treatment,Northeast,mobile,8.36,0
2195,control,West,desktop,11.234,0
2196,treatment,Mountain,mobile,5.916,0
2197,treatment,Midwest,mobile,15.751,0
2198,control,West,mobile,4.3,0
2199,control,South,mobile,5.898,0
